曲名	站	页面id	页数	类型	目录
寒鸦少年尤克里里谱	jianpucn	462786	1	改编	寒鸦少年尤克里里谱（ G调带前奏版）__jianpucn-462786
寓言	qupu123	321574	1	简谱	寓言（东荡子词 林夕子曲）__qupu123-321574
寸心泪	qupu123	312737	1	简谱	寸心泪__qupu123-312737
对不起没关系	jianpujia	22083	1	简谱	对不起没关系简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22083
对不起谢谢	jianpucn	170474	2	简谱	对不起谢谢__jianpucn-170474
对你有感觉-弹唱版	jianpucn	101468	2	改编	对你有感觉-弹唱版__jianpucn-101468
对命运说不	qupu123	329694	1	简谱	对命运说不__qupu123-329694
对月思乡	jianpucn	475896	11	简谱	对月思乡__jianpucn-475896
对爸妈说说心里话	qupu123	323214	1	简谱	对爸妈说说心里话__qupu123-323214
寻找莫扎特1	jianpucn	96560	1	简谱	寻找莫扎特1__jianpucn-96560
寻福	jianpucn	119061	2	简谱	寻福__jianpucn-119061
将仲子	qupu123	322553	3	改编	将仲子（正谱）__qupu123-322553
将军令钢琴	jianpujia	150237	6	改编	将军令钢琴简谱_五月天演唱__jianpujia-150237
将故事写成我们	jianpucn	469232	2	改编	将故事写成我们 （ G调原版编配）__jianpucn-469232
将来的歌 -	jianpucn	103277	2	简谱	将来的歌 -（无与伦比）__jianpucn-103277
将爱情进行到底	jianpucn	56211	1	简谱	将爱情进行到底__jianpucn-56211
小上海&nbsp;&nbsp;	jianpucn	475628	11	简谱	小上海&nbsp;&nbsp;__jianpucn-475628
小丑钢琴	jianpujia	387907	5	改编	小丑钢琴简谱_毛不易演唱__jianpujia-387907
小司机	jianpujia	22079	1	简谱	小司机简谱(歌词)_儿歌_好心情曲谱__jianpujia-22079
小城故事 两版本—	jianpucn	231999	2	简谱	小城故事 两版本—__jianpucn-231999
小城故事C调	jianpucn	216260	2	简谱	小城故事C调__jianpucn-216260
小城故事怀旧经典	jianpucn	472992	1	简谱	小城故事怀旧经典__jianpucn-472992
小城故事编号-004	jianpucn	469451	3	简谱	小城故事编号-004__jianpucn-469451
小城故事钢琴	jianpujia	148668	4	改编	小城故事钢琴简谱_邓丽君演唱__jianpujia-148668
小奶牛	jianpujia	22060	1	简谱	小奶牛简谱(歌词)_儿歌_好心情曲谱__jianpujia-22060
小娃娃跌倒啦	jianpujia	22077	1	简谱	小娃娃跌倒啦简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22077
小孩子大梦想二部合唱谱	jianpucn	474741	11	简谱	小孩子大梦想二部合唱谱__jianpucn-474741
小小周杰伦词方文山曲小小周杰伦词	jianpujia	406223	1	简谱	小小周杰伦词方文山曲小小周杰伦词_方文山曲简谱__jianpujia-406223
小小少年	jianpujia	15561	4	简谱	小小少年简谱_儿歌_你还记得那个小小少年吗__jianpujia-15561
小小白鸽	jianpujia	22138	1	简谱	小小白鸽简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22138
小小野菊花	qupu123	332314	2	简谱	小小野菊花（左保斌_词曲）__qupu123-332314
小情歌	qupu123	377948	1	简谱	小情歌__qupu123-377948
小斑鸠对我说	jianpujia	22067	1	简谱	小斑鸠对我说简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22067
小星星广告版钢琴	jianpujia	148698	3	改编	小星星广告版钢琴简谱_儿歌演唱__jianpujia-148698
小树	qupu123	324641	2	简谱	小树（张冰词_方翔曲）__qupu123-324641
小桥	jianpucn	43149	1	改编	小桥(五线谱_简谱对照)__jianpucn-43149
小桥流水	jianpujia	19661	1	简谱	小桥流水简谱(歌词)_雷佳演唱_沈公宝_记谱__jianpujia-19661
小棋童	jianpujia	15436	11	简谱	小棋童简谱_双笙_一首很妙的古风歌曲__jianpujia-15436
小楼一夜听风雨	qupu123	308785	1	简谱	小楼一夜听风雨__qupu123-308785
小毛驴	jianpujia	15745	3	简谱	小毛驴简谱_儿歌_我有一只顽皮的小毛驴__jianpujia-15745
小河淌水	jianpucn	56392	2	简谱	小河淌水__jianpucn-56392
小烦恼没什么大不了	jianpujia	11909	2	简谱	小烦恼没什么大不了简谱(歌词)_许嵩演唱_桃李醉春风记谱__jianpujia-11909
小燕子儿歌	jianpujia	74647	1	简谱	小燕子儿歌简谱_鞠萍演唱__jianpujia-74647
小爱情	qupu123	312492	1	简谱	小爱情（Lynn词 邦子曲）__qupu123-312492
小猫抓老鼠	qupu123	328292	2	简谱	小猫抓老鼠（罗晓航词曲）__qupu123-328292
小瑞哥	qupu123	315125	1	简谱	小瑞哥__qupu123-315125
小白兔白又白钢琴	jianpujia	255717	4	改编	小白兔白又白钢琴简谱_儿歌演唱__jianpujia-255717
小篱笆	jianpujia	22092	1	简谱	小篱笆简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22092
小红帽钢琴	jianpujia	245722	4	改编	小红帽钢琴简谱_儿歌演唱__jianpujia-245722
小美满合唱谱	qupu123	384126	1	简谱	小美满合唱谱__qupu123-384126
小老鼠上灯台	qupu123	328404	2	简谱	小老鼠上灯台（罗晓航作曲版）__qupu123-328404
小花	qupu123	334054	2	简谱	小花（王玉庆_词曲）__qupu123-334054
小草	jianpujia	15463	5	简谱	小草简谱__杨烁____70、80年代听过最多的歌曲__jianpujia-15463
小薇-版本一	jianpucn	172357	1	简谱	小薇-版本一__jianpucn-172357
小薇-简易版 键盘类 钢琴	jianpucn	114593	1	改编	小薇-简易版 键盘类 钢琴__jianpucn-114593
小路依旧飘着小雨	qupu123	316584	1	简谱	小路依旧飘着小雨__qupu123-316584
小酒窝-捷诚吉他0810版	jianpucn	170825	2	改编	小酒窝-捷诚吉他0810版__jianpucn-170825
小酒窝钢琴	jianpujia	383628	5	改编	小酒窝钢琴简谱_林俊杰_蔡卓妍演唱__jianpujia-383628
小重山&nbsp;&nbsp;	jianpucn	475594	11	简谱	小重山&nbsp;&nbsp;__jianpucn-475594
小雨写立可白	jianpucn	414174	1	改编	小雨写立可白（尤克里里指弹谱）__jianpucn-414174
小雨写立可白II 文武贝编曲版	jianpucn	213524	2	简谱	小雨写立可白II 文武贝编曲版__jianpucn-213524
小雨立可白	jianpucn	182402	1	简谱	小雨立可白（初学者的天空）__jianpucn-182402
小鱼塘边	qupu123	325168	1	简谱	小鱼塘边（李家宝 词曲）__qupu123-325168
小鸟睡在我身边	jianpucn	197013	1	简谱	小鸟睡在我身边__jianpucn-197013
小鸟请到这里来	jianpujia	22104	1	简谱	小鸟请到这里来简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22104
小鸭子	jianpujia	22147	1	简谱	小鸭子简谱(歌词)_儿歌_好心情曲谱__jianpujia-22147
少壮不努力 老大徒伤悲	qupu123	309971	1	简谱	少壮不努力 老大徒伤悲__qupu123-309971
少女的祈祷	qupu123	336937	1	改编	少女的祈祷（拇指琴卡林巴琴和弦简谱）__qupu123-336937
少年	jianpucn	10115	1	简谱	少年__jianpucn-10115
少年-弹唱 吉他类 流行	jianpucn	113135	2	改编	少年-弹唱 吉他类 流行__jianpucn-113135
少年中国说	jianpujia	16764	1	简谱	少年中国说简谱_张杰演唱_孙世彦曲谱__jianpujia-16764
少年少年祖国的春天	jianpujia	22089	1	简谱	少年少年祖国的春天简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22089
少年游 &nbsp;&nbsp;	jianpucn	475749	6	简谱	少年游 &nbsp;&nbsp;__jianpucn-475749
少年的心	qupu123	309044	1	简谱	少年的心（黎子 龙龙词 龙龙曲）__qupu123-309044
少落虚情写断愁	qupu123	305194	1	简谱	少落虚情写断愁__qupu123-305194
尕撒拉变奏曲	qupu123	300052	5	改编	尕撒拉变奏曲（正谱）__qupu123-300052
尘大师钢琴	jianpujia	384841	8	改编	尘大师钢琴简谱_陈奕迅演唱__jianpujia-384841
尘缘	qupu123	319750	1	简谱	尘缘（文商词 陈姹曲）__qupu123-319750
尘缘 —	jianpucn	236106	1	简谱	尘缘 — （ 彩谱）__jianpucn-236106
尚好的青春	jianpucn	463194	2	改编	尚好的青春 （ C调原版编配）__jianpucn-463194
尚氏祭祖歌	qupu123	311064	1	简谱	尚氏祭祖歌__qupu123-311064
尤克里里弹唱谱 周杰伦	qupu123	339978	1	改编	尤克里里弹唱谱 周杰伦（稻香）__qupu123-339978
就是爱你	qupu123	225616	4	改编	就是爱你（吉他六线谱）__qupu123-225616
就要爱	qupu123	317674	1	简谱	就要爱__qupu123-317674
就这样钢琴	jianpujia	149960	6	改编	就这样钢琴简谱_李荣浩演唱__jianpujia-149960
屈强-扫描版	jianpucn	171675	2	简谱	屈强-扫描版__jianpucn-171675
屋顶-	jianpucn	102385	2	改编	屋顶-（弹唱版）__jianpucn-102385
属于	jianpucn	100214	1	简谱	属于__jianpucn-100214
屯堡	qupu123	332510	5	简谱	屯堡_屯堡__qupu123-332510
山中	qupu123	315553	3	改编	山中（徐志摩词_陈田鹤曲、正谱）__qupu123-315553
山丹丹开花红艳艳	qupu123	335153	2	简谱	山丹丹开花红艳艳__qupu123-335153
山乡小渡船	jianpujia	9232	1	简谱	山乡小渡船简谱(歌词)—谭晶演唱—岭南印象曲谱__jianpujia-9232
山城棒棒军	qupu123	318097	1	简谱	山城棒棒军__qupu123-318097
山歌好比春江水	qupu123	311347	3	简谱	山歌好比春江水（李健改编词曲）__qupu123-311347
山歌姻缘【彩谱】	jianpucn	157861	1	简谱	山歌姻缘【彩谱】__jianpucn-157861
山水之间	jianpujia	10389	1	简谱	山水之间简谱(歌词)_许嵩演唱_桃李醉春风记谱__jianpujia-10389
山河梦	qupu123	335058	6	改编	山河梦（正谱）__qupu123-335058
山笑水笑人欢笑	qupu123	331566	5	改编	山笑水笑人欢笑（五线谱）__qupu123-331566
岁寒三友	qupu123	324364	3	改编	岁寒三友（柴扉词_王建曲、五线谱）__qupu123-324364
岁月如歌吉他	jianpucn	220392	1	改编	岁月如歌吉他__jianpucn-220392
岁月如歌钢琴	jianpujia	150361	7	改编	岁月如歌钢琴简谱_陈奕迅演唱__jianpujia-150361
岁月无声	jianpucn	469972	1	改编	岁月无声 （ C调原版编配）__jianpucn-469972
岁月钢琴	jianpujia	245824	5	改编	岁月钢琴简谱_王菲_那英演唱__jianpujia-245824
岩石里的花尤克里里谱	jianpucn	461880	1	改编	岩石里的花尤克里里谱（ G调 ）__jianpucn-461880
岷江行	qupu123	325072	4	改编	岷江行（正谱）__qupu123-325072
峨嵋酒家	jianpucn	459539	1	简谱	峨嵋酒家__jianpucn-459539
崇拜	jianpucn	10904	1	简谱	崇拜__jianpucn-10904
崇拜 伴奏	jianpucn	218704	2	改编	崇拜 伴奏__jianpucn-218704
巡天追梦随君游	qupu123	321463	1	简谱	巡天追梦随君游__qupu123-321463
左手	qupu123	326606	3	简谱	左手（《皇室战争》手游宣传曲）__qupu123-326606
左手右手	qupu123	30526	1	改编	左手右手（《喜羊羊虎虎生威》插曲、带和弦五线谱）__qupu123-30526
差一点	jianpucn	91351	2	改编	差一点(吉他谱)__jianpucn-91351
巴洛克先生	jianpucn	226938	1	改编	巴洛克先生（总谱）__jianpucn-226938
巴洛克先生 钢琴总谱 五线谱—	jianpucn	226957	1	改编	巴洛克先生 钢琴总谱 五线谱—__jianpucn-226957
巴贞的苦歌	qupu123	322811	4	改编	巴贞的苦歌（正谱）__qupu123-322811
布拉格之恋	jianpucn	11227	3	简谱	布拉格之恋__jianpucn-11227
布拉格广场	jianpucn	103546	2	简谱	布拉格广场__jianpucn-103546
布拉格广场-緋村剑心版	jianpucn	102791	2	简谱	布拉格广场-緋村剑心版__jianpucn-102791
布拉格广场钢琴配乐	jianpucn	216240	1	改编	布拉格广场钢琴配乐__jianpucn-216240
师兄妹	qupu123	396351	3	简谱	师兄妹__qupu123-396351
帕帕杰诺的咏叹调	qupu123	335646	7	改编	帕帕杰诺的咏叹调（歌剧《魔笛》选段）（F调、正谱）__qupu123-335646
带上心爱的她去旅行吧	qupu123	311248	1	简谱	带上心爱的她去旅行吧__qupu123-311248
带你的耳朵去草原	jianpujia	130428	1	简谱	带你的耳朵去草原简谱_倪文浩词_刘颖曲草原兄妹___jianpujia-130428
帮 上头条-《怒放的生命》 弦心距音乐	jianpucn	242063	4	简谱	帮 上头条-《怒放的生命》 弦心距音乐__jianpucn-242063
帮助别人	qupu123	369950	2	简谱	帮助别人_快乐自己__qupu123-369950
干杯朋友	jianpucn	457880	1	改编	干杯朋友 （ D调原版编配）__jianpucn-457880
平凡之路 韩寒 原版A调 后会无期主题曲	jianpucn	264598	2	简谱	平凡之路 韩寒 原版A调 后会无期主题曲__jianpucn-264598
平凡之路指弹	jianpucn	457640	3	改编	平凡之路指弹 （ 吉他独奏 ）__jianpucn-457640
平凡之路钢琴	jianpujia	110600	3	改编	平凡之路钢琴简谱_数字双手_朴树__jianpujia-110600
平凡天使	jianpucn	442341	1	简谱	平凡天使__jianpucn-442341
平凡天使尤克里里谱	jianpucn	460137	1	改编	平凡天使尤克里里谱（ C调高清版）__jianpucn-460137
平安吉庆	jianpucn	211370	1	简谱	平安吉庆__jianpucn-211370
平安大道	jianpucn	149208	1	简谱	平安大道（小京剧）【彩谱】__jianpucn-149208
平安是福	qupu123	329432	2	简谱	平安是福_文明是金__qupu123-329432
平安福清	qupu123	307958	1	简谱	平安福清__qupu123-307958
平淡	jianpucn	1779	4	简谱	平淡__jianpucn-1779
年华	jianpucn	2183	3	简谱	年华__jianpucn-2183
年轻时代&nbsp;&nbsp;	jianpucn	159720	1	简谱	年轻时代&nbsp;&nbsp;__jianpucn-159720
年轻的战场	qupu123	321906	1	简谱	年轻的战场__qupu123-321906
年轻的朋友	jianpucn	39386	1	简谱	年轻的朋友__jianpucn-39386
年轻的的士	qupu123	315988	1	简谱	年轻的的士__qupu123-315988
幸福守望	qupu123	327639	1	简谱	幸福守望__qupu123-327639
幸福摩天轮	jianpucn	39922	1	简谱	幸福摩天轮__jianpucn-39922
幸福新起点	qupu123	336058	2	简谱	幸福新起点（线简谱对照版）__qupu123-336058
幸福甜在心里头	qupu123	326935	1	简谱	幸福甜在心里头__qupu123-326935
幸福的家	jianpujia	19565	1	简谱	幸福的家简谱(歌词)_王丽达演唱_谱友郑工1944上传__jianpujia-19565
幸福的记忆	qupu123	330947	2	简谱	幸福的记忆（作词：俞宗友_作曲：何丽华_杜劲松）__qupu123-330947
幸福的路	jianpucn	97903	2	改编	幸福的路（钢琴五线谱）__jianpucn-97903
幸福舞起来	qupu123	329821	1	简谱	幸福舞起来__qupu123-329821
幸福花儿开心上	jianpujia	22086	1	简谱	幸福花儿开心上简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22086
幸福花开万年红	qupu123	317703	1	简谱	幸福花开万年红__qupu123-317703
幸福这么远那么甜	jianpucn	39939	1	简谱	幸福这么远那么甜__jianpucn-39939
幸福锅庄	jianpujia	257002	1	改编	幸福锅庄_汉语版(草原丁喜萨克斯曲)简谱_草原丁喜演唱_马正寿曲谱__jianpujia-257002
幸运星	qupu123	305323	1	简谱	幸运星（向雪怀词 杨云骠曲）__qupu123-305323
幻想	jianpucn	2582	1	简谱	幻想__jianpucn-2582
幻想完美版	jianpucn	176855	1	简谱	幻想完美版__jianpucn-176855
幼儿三艺歌	qupu123	319627	2	改编	幼儿三艺歌（五线谱版）__qupu123-319627
广岛之恋	jianpucn	237465	2	简谱	广岛之恋（演奏版）__jianpucn-237465
广岛～之恋♂	jianpucn	100899	2	简谱	广岛～之恋♂__jianpucn-100899
庄严的承诺	qupu123	334177	2	改编	庄严的承诺（作词：杜劲松作曲：_蔡建纯(五线谱)）__qupu123-334177
庆祝六一	jianpujia	22107	1	简谱	庆祝六一简谱(歌词)_儿歌_好心情曲谱__jianpujia-22107
庐州月完美版钢琴	jianpujia	150660	5	改编	庐州月完美版钢琴简谱_许嵩__Vae演唱__jianpujia-150660
康美之恋	jianpujia	18411	1	简谱	康美之恋简谱(歌词)_谭晶演唱_王wzh曲谱__jianpujia-18411
开不了口 周杰伦	qupu123	69336	4	改编	开不了口 周杰伦（吉他谱）__qupu123-69336
开始懂了钢琴	jianpujia	252598	5	改编	开始懂了钢琴简谱_孙燕姿演唱__jianpujia-252598
开心快乐每一天	qupu123	302732	1	简谱	开心快乐每一天（张建东词 张建东曲）__qupu123-302732
开火车	qupu123	328415	2	简谱	开火车（罗晓航词曲）__qupu123-328415
开秧门	qupu123	326524	4	简谱	开秧门_唱秧歌__qupu123-326524
开门大吉 五线谱—	jianpucn	226402	2	改编	开门大吉 五线谱— （央视《开门大吉》主题曲）__jianpucn-226402
异乡人	jianpucn	471590	1	改编	异乡人 （ C调指法原版编配）__jianpucn-471590
异类	jianpucn	446298	2	简谱	异类__jianpucn-446298
张叶蕾 还是分开	qupu123	368599	2	改编	张叶蕾 还是分开 吉他谱（无限延音编配）__qupu123-368599
张学友 一千个伤心的理由	qupu123	368709	1	改编	张学友 一千个伤心的理由 吉他谱（无限延音编配）__qupu123-368709
张学友 她来听我的演唱会	qupu123	341590	4	改编	张学友 她来听我的演唱会 吉他谱（无限延音编配）__qupu123-341590
张学友 如果这都不算爱	qupu123	368552	3	改编	张学友 如果这都不算爱 吉他谱（无限延音编配）__qupu123-368552
张学友 情书	qupu123	368708	4	改编	张学友 情书 吉他谱（无限延音编配）__qupu123-368708
张学友 我真的受伤了	qupu123	341092	3	改编	张学友 我真的受伤了 吉他谱（无限延音编配）__qupu123-341092
张学友 遥远的她	qupu123	368553	2	改编	张学友 遥远的她 吉他谱（无限延音编配）__qupu123-368553
张学友-吻别	jianpucn	95848	1	简谱	张学友-吻别__jianpucn-95848
张学友《心如刀割》前奏版超清谱 老歌大叔吉他教室出品	qupu123	342891	3	改编	张学友《心如刀割》前奏版超清谱 老歌大叔吉他教室出品__qupu123-342891
张开眼睛	jianpucn	188846	1	简谱	张开眼睛__jianpucn-188846
张明敏-我的中国心	jianpucn	95852	1	简谱	张明敏-我的中国心__jianpucn-95852
张韶涵 亲爱的那不是爱情	qupu123	352125	2	改编	张韶涵 亲爱的那不是爱情 吉他谱（无限延音编配）__qupu123-352125
弦心距音乐 高清 《飞得更高》初学者扫弦版	jianpucn	283789	1	简谱	弦心距音乐 高清 《飞得更高》初学者扫弦版__jianpucn-283789
弹唱词	jianpucn	146226	1	改编	弹唱词（别后）（吉他弹唱）__jianpucn-146226
弹指一挥间	jianpujia	10461	1	简谱	弹指一挥间简谱(歌词)_许嵩演唱_桃李醉春风记谱__jianpujia-10461
强军	qupu123	334983	2	简谱	强军_强军（邬大为词_胡俊成曲）__qupu123-334983
强军路上	qupu123	333309	2	简谱	强军路上（林昌_词曲）__qupu123-333309
归来	qupu123	47326	1	简谱	归来（韩红演唱版）__qupu123-47326
当你	jianpucn	466146	2	改编	当你 （ C调指法原版编配）__jianpucn-466146
当你老了	jianpucn	401158	1	简谱	当你老了__jianpucn-401158
当兵乐&nbsp;&nbsp;	jianpucn	475802	10	简谱	当兵乐&nbsp;&nbsp;__jianpucn-475802
当兵的收获	qupu123	309644	1	简谱	当兵的收获__qupu123-309644
当年情&nbsp;&nbsp;	jianpucn	35674	1	简谱	当年情&nbsp;&nbsp;__jianpucn-35674
当年情钢琴	jianpujia	386477	6	改编	当年情钢琴简谱_张国荣演唱__jianpujia-386477
